FECHA_CORTE,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA_EVENTO,HORA_EVENTO,COD_ESTACION,LAT_ESTACION,LON_ESTACION,ACEL_MAX_VERTICAL,ACEL_MAX_NORTE-SUR,ACEL_MAX_ESTE-OESTE
20240523,21801,Ancash,Santa,Chimbote,20190103,161148,CBTB,-9.064,-78.618,0.0351,0.0793,0.0811
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190104,34950,PUCA,-8.393,-74.668,0.0208,0.0098,0.0076
20240523,150118,Lima,Lima,Lurigancho,20190104,34950,NNAA,-11.991,-76.844,0.0089,0.0097,0.01
20240523,150124,Lima,Lima,Pucusana,20190104,34950,PUCU,-12.492,-76.788,0.0118,0.0119,0.0122
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190105,142528,PUCA,-8.393,-74.668,3.3783,3.5906,5.9978
20240523,50101,Ayacucho,Huamanga,Ayacucho,20190105,142528,AYAA,-13.152,-74.206,0.4187,0.3344,0.3074
20240523,150137,Lima,Lima,Santa Anita,20190105,142528,SANI,-12.045,-76.973,0.4699,0.4725,0.4671
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190105,142528,TOQA,-17.304,-70.643,0.2856,0.6308,0.6175
20240523,70105,Callao,Callao,La Punta,20190105,142528,ENPE,-12.072,-77.169,0.3787,0.4202,0.4735
20240523,150122,Lima,Lima,Miraflores,20190105,142528,MIRA,-12.127,-77.008,0.41,0.228,0.2015
20240523,150124,Lima,Lima,Pucusana,20190105,142528,PUCU,-12.492,-76.788,0.1476,0.1167,0.1596
20240523,210101,Puno,Puno,Puno,20190106,60613,UNAA,-15.823,-70.018,0.1577,0.3284,0.2636
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190106,60613,TOQA,-17.304,-70.643,0.0179,0.0231,0.033
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190106,152535,TOQA,-17.304,-70.643,0.9771,3.7458,2.2897
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190106,152535,MOQA,-17.193,-70.935,0.6359,0.5809,0.6121
20240523,230104,Tacna,Tacna,Ciudad Nueva,20190106,152535,CNMC,-17.986,-70.24,5.0043,4.6922,4.5402
20240523,70105,Callao,Callao,La Punta,20190107,5228,ENPE,-12.072,-77.169,0.2287,0.2459,0.2894
20240523,150128,Lima,Lima,Rimac,20190107,5228,RIMA,-12.023,-77.027,0.6431,0.9787,1.0688
20240523,150102,Lima,Lima,Ancon,20190107,5228,ANCA,-11.777,-77.15,0.9927,0.9975,1.3298
20240523,150111,Lima,Lima,El Agustino,20190107,5228,HJUN,-12.051,-76.999,0.5513,0.5833,0.6689
20240523,21809,Ancash,Santa,Nuevo Chimbote,20190107,5228,CBTA,-9.128,-78.521,1.8345,2.6293,4.1483
20240523,150124,Lima,Lima,Pucusana,20190107,5228,PUCU,-12.492,-76.788,0.1368,0.2269,0.185
20240523,150117,Lima,Lima,Los Olivos,20190107,5228,LOLI,-12.003,-77.066,0.581,0.8839,0.9595
20240523,150118,Lima,Lima,Lurigancho,20190107,5228,CHSC,-11.942,-76.697,0.7145,0.9936,1.2959
20240523,70106,Callao,Callao,Ventanilla,20190107,5228,VENB,-11.873,-77.118,1.3749,1.2361,1.4849
20240523,150110,Lima,Lima,Comas,20190107,5228,FEAL,-11.916,-77.04,0.5259,0.8731,0.7493
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190107,84329,TOQA,-17.304,-70.643,0.437,0.8693,0.9563
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190108,50011,PUCA,-8.393,-74.668,0.1138,0.2802,0.3463
20240523,150102,Lima,Lima,Ancon,20190108,220503,ANCA,-11.777,-77.15,0.2077,0.2427,0.2266
20240523,70106,Callao,Callao,Ventanilla,20190108,220503,VENB,-11.873,-77.118,0.2563,0.2286,0.3406
20240523,21809,Ancash,Santa,Nuevo Chimbote,20190108,220503,CBTA,-9.128,-78.521,1.5683,1.6683,2.0262
20240523,150122,Lima,Lima,Miraflores,20190115,152403,MIRA,-12.127,-77.008,0.2094,0.2935,0.289
20240523,70106,Callao,Callao,Ventanilla,20190115,152403,VENB,-11.873,-77.118,0.7583,0.8236,0.8519
20240523,150102,Lima,Lima,Ancon,20190115,152403,ANCA,-11.777,-77.15,0.5679,0.767,0.7953
20240523,21809,Ancash,Santa,Nuevo Chimbote,20190115,152403,CBTA,-9.128,-78.521,44.3616,44.7281,41.9443
20240523,150118,Lima,Lima,Lurigancho,20190115,152403,NNAA,-11.991,-76.844,0.2152,0.2828,0.2971
20240523,150102,Lima,Lima,Ancon,20190118,162657,ANCA,-11.777,-77.15,0.3224,0.3657,0.3856
20240523,150118,Lima,Lima,Lurigancho,20190118,162657,NNAA,-11.991,-76.844,0.1452,0.1502,0.1549
20240523,70106,Callao,Callao,Ventanilla,20190118,162657,VENB,-11.873,-77.118,0.5313,0.4798,0.5964
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190118,162657,PUCA,-8.393,-74.668,0.1213,0.0996,0.1053
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190119,72544,PUCA,-8.393,-74.668,0.0099,0.0156,0.012
20240523,40303,Arequipa,Caraveli,Atico,20190123,11902,ATIC,-16.224,-73.616,0.0591,0.1147,0.1082
20240523,150124,Lima,Lima,Pucusana,20190123,11902,PUCU,-12.492,-76.788,0.0878,0.1845,0.1461
20240523,150127,Lima,Lima,Punta Negra,20190123,11902,PNEG,-12.367,-76.794,0.3051,0.4346,0.3935
20240523,150118,Lima,Lima,Lurigancho,20190124,105559,NNAA,-11.991,-76.844,0.0704,0.1097,0.0921
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190124,105559,PUCA,-8.393,-74.668,1.1433,1.4862,1.8636
20240523,70106,Callao,Callao,Ventanilla,20190124,234518,VENB,-11.873,-77.118,3.9664,6.1653,5.211
20240523,50101,Ayacucho,Huamanga,Ayacucho,20190124,234518,AYAA,-13.152,-74.206,1.1348,1.6127,1.219
20240523,150140,Lima,Lima,Santiago de Surco,20190124,234518,ANRA,-12.127,-76.982,2.4081,3.0149,2.6413
20240523,150130,Lima,Lima,San Borja,20190124,234518,CERA,-12.103,-76.998,1.4351,1.9366,1.9702
20240523,150118,Lima,Lima,Lurigancho,20190124,234518,NNAA,-11.991,-76.844,1.3511,1.534,1.2804
20240523,40303,Arequipa,Caraveli,Atico,20190124,234518,ATIC,-16.224,-73.616,2.6127,5.5146,8.0384
20240523,150137,Lima,Lima,Santa Anita,20190124,234518,SANI,-12.045,-76.973,3.3592,4.5895,3.8397
20240523,150124,Lima,Lima,Pucusana,20190124,234518,PUCU,-12.492,-76.788,2.0894,3.3391,3.4979
20240523,150111,Lima,Lima,El Agustino,20190124,234518,HJUN,-12.051,-76.999,2.5879,3.7861,3.1126
20240523,150120,Lima,Lima,Magdalena del Mar,20190124,234518,MAGD,-12.095,-77.072,1.3926,1.3632,1.4462
20240523,150114,Lima,Lima,La Molina,20190124,234518,CAMA,-12.07,-76.967,1.9948,2.7727,3.1816
20240523,70104,Callao,Callao,La Perla,20190124,234518,PERL,-12.065,-77.108,1.27,1.9539,1.7272
20240523,40303,Arequipa,Caraveli,Atico,20190125,80227,ATIC,-16.224,-73.616,0.1031,0.1886,0.1693
20240523,150118,Lima,Lima,Lurigancho,20190125,80227,NNAA,-11.991,-76.844,0.0681,0.1106,0.0887
20240523,150124,Lima,Lima,Pucusana,20190125,80227,PUCU,-12.492,-76.788,0.1063,0.1847,0.1761
20240523,40303,Arequipa,Caraveli,Atico,20190125,124054,ATIC,-16.224,-73.616,0.3564,0.7469,0.6106
20240523,150118,Lima,Lima,Lurigancho,20190125,124054,NNAA,-11.991,-76.844,0.0152,0.0206,0.017
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190125,124054,TOQA,-17.304,-70.643,0.3413,0.2799,0.2684
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190129,183459,MOQA,-17.193,-70.935,0.9575,1.8169,2.1802
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190129,183459,TOQA,-17.304,-70.643,1.4503,3.2286,3.0063
20240523,40303,Arequipa,Caraveli,Atico,20190129,183459,ATIC,-16.224,-73.616,5.8699,9.2422,13.7337
20240523,40101,Arequipa,Arequipa,Arequipa,20190129,183459,AREQ,-16.408,-71.531,3.2502,6.4106,10.1419
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190202,220305,PUCA,-8.393,-74.668,0.0074,0.0084,0.0095
20240523,150114,Lima,Lima,La Molina,20190202,220305,UNAL,-12.085,-76.948,0.0057,0.0047,0.0053
20240523,150118,Lima,Lima,Lurigancho,20190203,41813,NNAA,-11.991,-76.844,0.034,0.0434,0.0423
20240523,40303,Arequipa,Caraveli,Atico,20190203,41813,ATIC,-16.224,-73.616,0.7879,0.6421,0.7781
20240523,150124,Lima,Lima,Pucusana,20190203,41813,PUCU,-12.492,-76.788,0.0596,0.0858,0.082
20240523,150114,Lima,Lima,La Molina,20190203,41813,UNAL,-12.085,-76.948,0.0234,0.041,0.0405
20240523,21809,Ancash,Santa,Nuevo Chimbote,20190204,124545,CBTA,-9.128,-78.521,0.5174,0.4938,0.7837
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190204,124545,PUCA,-8.393,-74.668,0.0595,0.0552,0.0566
20240523,150114,Lima,Lima,La Molina,20190204,124545,UNAL,-12.085,-76.948,0.0344,0.0602,0.0742
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190205,45259,PUCA,-8.393,-74.668,0.0151,0.0157,0.0134
20240523,150114,Lima,Lima,La Molina,20190205,45259,UNAL,-12.085,-76.948,0.0059,0.0109,0.0123
20240523,150118,Lima,Lima,Lurigancho,20190207,165632,NNAA,-11.991,-76.844,0.4375,0.5337,0.4987
20240523,150122,Lima,Lima,Miraflores,20190207,165632,MIRA,-12.127,-77.008,0.7022,0.9982,0.8268
20240523,150140,Lima,Lima,Santiago de Surco,20190207,165632,ANRA,-12.127,-76.982,0.8135,0.9475,1.0519
20240523,150111,Lima,Lima,El Agustino,20190207,165632,HJUN,-12.051,-76.999,1.0714,1.4531,1.5735
20240523,150135,Lima,Lima,San Martin de Porres,20190207,165632,SMDP,-12.027,-77.08,0.7729,1.0976,1.2221
20240523,21809,Ancash,Santa,Nuevo Chimbote,20190207,165632,CBTA,-9.128,-78.521,2.8403,2.994,4.1537
20240523,150125,Lima,Lima,Puente Piedra,20190207,165632,PIDR,-11.868,-77.075,3.0491,3.7406,3.033
20240523,150127,Lima,Lima,Punta Negra,20190207,165632,PNEG,-12.367,-76.794,1.6329,1.3825,1.3492
20240523,150124,Lima,Lima,Pucusana,20190207,165632,PUCU,-12.492,-76.788,0.3571,0.6464,0.6687
20240523,150110,Lima,Lima,Comas,20190207,165632,COIR,-11.953,-77.051,1.3566,1.9279,2.1822
20240523,21801,Ancash,Santa,Chimbote,20190208,222017,CBTB,-9.064,-78.618,0.0314,0.07,0.0768
20240523,150118,Lima,Lima,Lurigancho,20190210,34900,CHSC,-11.942,-76.697,1.0037,1.6629,1.4237
20240523,150118,Lima,Lima,Lurigancho,20190210,34900,NNAA,-11.991,-76.844,0.3825,0.42,0.3379
20240523,70104,Callao,Callao,La Perla,20190210,34900,PERL,-12.065,-77.108,0.3911,0.4066,0.3591
20240523,70101,Callao,Callao,Callao,20190210,34900,MARQ,-11.943,-77.133,1.0032,1.3599,1.3829
20240523,150117,Lima,Lima,Los Olivos,20190210,34900,LOLI,-12.003,-77.066,0.7435,1.0572,0.9399
20240523,150113,Lima,Lima,Jesus Maria,20190210,34900,JEMA,-12.078,-77.046,0.4405,0.7464,0.602
20240523,150125,Lima,Lima,Puente Piedra,20190210,34900,PIDR,-11.868,-77.075,1.333,2.0884,1.8917
20240523,150133,Lima,Lima,San Juan de Miraflores,20190210,34900,SJMI,-12.161,-76.965,1.1296,1.391,1.2285
20240523,40303,Arequipa,Caraveli,Atico,20190210,34900,ATIC,-16.224,-73.616,0.2992,0.5699,0.6885
20240523,150124,Lima,Lima,Pucusana,20190210,34900,PUCU,-12.492,-76.788,0.6583,0.9375,0.953
20240523,70106,Callao,Callao,Ventanilla,20190213,120317,PAVE,-11.829,-77.156,0.4975,0.8397,0.5885
20240523,150118,Lima,Lima,Lurigancho,20190213,120317,NNAA,-11.991,-76.844,0.0644,0.0758,0.1003
20240523,150114,Lima,Lima,La Molina,20190213,120317,UNAL,-12.085,-76.948,0.0406,0.0908,0.073
20240523,70106,Callao,Callao,Ventanilla,20190213,120317,VENB,-11.873,-77.118,0.7431,0.9382,0.6449
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190213,120317,PUCA,-8.393,-74.668,0.0231,0.02,0.0264
20240523,70106,Callao,Callao,Ventanilla,20190214,93318,VENB,-11.873,-77.118,0.4034,0.5152,0.5101
20240523,150124,Lima,Lima,Pucusana,20190214,93318,PUCU,-12.492,-76.788,0.1799,0.3442,0.2133
20240523,110401,Ica,Palpa,Palpa,20190214,93318,PALP,-14.538,-75.187,0.354,0.7001,0.9632
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190214,93318,PUCA,-8.393,-74.668,0.1652,0.3361,0.347
20240523,150118,Lima,Lima,Lurigancho,20190214,93318,NNAA,-11.991,-76.844,0.1818,0.209,0.1634
20240523,150122,Lima,Lima,Miraflores,20190214,93318,MIRA,-12.127,-77.008,0.3024,0.3436,0.5002
20240523,150114,Lima,Lima,La Molina,20190214,93318,RINC,-12.087,-76.923,0.5576,1.3076,1.0755
20240523,150105,Lima,Lima,Breña,20190219,11142,SMIL,-12.061,-77.055,0.2668,0.4126,0.4165
20240523,150122,Lima,Lima,Miraflores,20190219,11142,MIRA,-12.127,-77.008,0.3706,0.6203,0.4852
20240523,150140,Lima,Lima,Santiago de Surco,20190219,11142,ANRA,-12.127,-76.982,0.4265,0.6972,0.7243
20240523,70105,Callao,Callao,La Punta,20190219,11142,ENPE,-12.072,-77.169,0.2442,0.2444,0.2393
20240523,150110,Lima,Lima,Comas,20190219,11142,COIR,-11.953,-77.051,0.9264,0.8135,1.0106
20240523,150135,Lima,Lima,San Martin de Porres,20190219,11142,SMDP,-12.027,-77.08,0.4122,0.6311,0.5728
20240523,150111,Lima,Lima,El Agustino,20190219,11142,HJUN,-12.051,-76.999,0.8402,1.2323,1.1565
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190219,11142,PUCA,-8.393,-74.668,0.1163,0.0946,0.1249
20240523,150124,Lima,Lima,Pucusana,20190219,11142,PUCU,-12.492,-76.788,0.23,0.3688,0.3275
20240523,150118,Lima,Lima,Lurigancho,20190219,11142,NNAA,-11.991,-76.844,0.2894,0.372,0.4115
20240523,150124,Lima,Lima,Pucusana,20190219,33214,PUCU,-12.492,-76.788,0.276,0.4966,0.5664
20240523,70104,Callao,Callao,La Perla,20190219,33214,PERL,-12.065,-77.108,0.2224,0.3363,0.2854
20240523,150122,Lima,Lima,Miraflores,20190219,33214,MIRA,-12.127,-77.008,0.2213,0.2882,0.3001
20240523,150117,Lima,Lima,Los Olivos,20190219,33214,LOLI,-12.003,-77.066,0.4673,0.922,0.623
20240523,150118,Lima,Lima,Lurigancho,20190219,33214,NNAA,-11.991,-76.844,0.229,0.2534,0.2725
20240523,150113,Lima,Lima,Jesus Maria,20190219,33214,JEMA,-12.078,-77.046,0.2182,0.3207,0.3038
20240523,150140,Lima,Lima,Santiago de Surco,20190219,33214,ANRA,-12.127,-76.982,0.371,0.4463,0.4711
20240523,150111,Lima,Lima,El Agustino,20190219,33214,HJUN,-12.051,-76.999,0.4212,0.5769,0.6806
20240523,70105,Callao,Callao,La Punta,20190219,33214,ENPE,-12.072,-77.169,0.1639,0.3426,0.3587
20240523,70106,Callao,Callao,Ventanilla,20190219,33214,VENB,-11.873,-77.118,0.7774,0.9483,0.9576
20240523,150133,Lima,Lima,San Juan de Miraflores,20190219,33214,SJMI,-12.161,-76.965,0.6981,0.8908,0.795
20240523,40303,Arequipa,Caraveli,Atico,20190219,33214,ATIC,-16.224,-73.616,0.1943,0.4091,0.3825
20240523,40303,Arequipa,Caraveli,Atico,20190221,171734,ATIC,-16.224,-73.616,2.6192,3.0925,3.6649
20240523,40701,Arequipa,Islay,Mollendo,20190221,171734,MOLL,-17.017,-72.022,0.2919,0.5597,0.693
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190221,171734,MOQA,-17.193,-70.935,0.2576,0.5519,0.7848
20240523,110401,Ica,Palpa,Palpa,20190221,171734,PALP,-14.538,-75.187,1.0212,2.447,2.0709
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190221,171734,TOQA,-17.304,-70.643,0.344,0.6224,0.8163
20240523,70106,Callao,Callao,Ventanilla,20190222,51719,VENB,-11.873,-77.118,2.6148,3.3978,3.1826
20240523,50101,Ayacucho,Huamanga,Ayacucho,20190222,51719,AYAA,-13.152,-74.206,1.1159,1.8163,1.7332
20240523,150140,Lima,Lima,Santiago de Surco,20190222,51719,ANRA,-12.127,-76.982,1.418,1.3933,1.6741
20240523,150110,Lima,Lima,Comas,20190222,51719,COIR,-11.953,-77.051,1.1,1.52,1.9159
20240523,70104,Callao,Callao,La Perla,20190222,51719,PERL,-12.065,-77.108,1.3367,1.7433,2.0184
20240523,150118,Lima,Lima,Lurigancho,20190222,51719,NNAA,-11.991,-76.844,0.562,0.8573,0.7521
20240523,150135,Lima,Lima,San Martin de Porres,20190222,51719,SMDP,-12.027,-77.08,1.0883,1.5925,1.834
20240523,150114,Lima,Lima,La Molina,20190222,51719,RINC,-12.087,-76.923,2.2609,3.9964,3.5451
20240523,150114,Lima,Lima,La Molina,20190222,51719,CAMA,-12.07,-76.967,1.2133,2.0455,2.2661
20240523,21809,Ancash,Santa,Nuevo Chimbote,20190222,51719,CBTA,-9.128,-78.521,3.8562,3.3033,4.2377
20240523,150124,Lima,Lima,Pucusana,20190222,51719,PUCU,-12.492,-76.788,0.4749,0.8836,0.6895
20240523,40303,Arequipa,Caraveli,Atico,20190228,154322,ATIC,-16.224,-73.616,0.1857,0.1595,0.1495
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190228,154322,TOQA,-17.304,-70.643,1.4187,2.5387,3.0489
20240523,230104,Tacna,Tacna,Ciudad Nueva,20190228,154322,CNMC,-17.986,-70.24,3.2833,3.8653,3.2076
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190228,154322,MOQA,-17.193,-70.935,1.4646,1.0693,1.047
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190301,35042,TOQA,-17.304,-70.643,13.3104,23.6675,27.9756
20240523,150140,Lima,Lima,Santiago de Surco,20190301,35042,ANRA,-12.127,-76.982,0.2216,0.2364,0.2121
20240523,150124,Lima,Lima,Pucusana,20190301,35042,PUCU,-12.492,-76.788,0.1454,0.1811,0.1604
20240523,150137,Lima,Lima,Santa Anita,20190301,35042,SANI,-12.045,-76.973,0.5001,0.4439,0.4904
20240523,40101,Arequipa,Arequipa,Arequipa,20190301,35042,AREQ,-16.408,-71.531,12.3749,17.2968,28.1082
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190301,35042,MOQA,-17.193,-70.935,11.9003,15.3591,14.9382
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190301,35042,PUCA,-8.393,-74.668,0.1776,0.2482,0.2611
20240523,50101,Ayacucho,Huamanga,Ayacucho,20190301,35042,AYAA,-13.152,-74.206,1.02,0.982,1.0403
20240523,150118,Lima,Lima,Lurigancho,20190301,35042,NNAA,-11.991,-76.844,0.1486,0.1152,0.1447
20240523,40303,Arequipa,Caraveli,Atico,20190301,35042,ATIC,-16.224,-73.616,5.926,18.0967,15.4561
20240523,110502,Ica,Pisco,Huancano,20190301,35042,PRS2,-13.642,-75.545,0.4698,0.8791,0.7252
20240523,230104,Tacna,Tacna,Ciudad Nueva,20190301,35042,CNMC,-17.986,-70.24,32.1864,39.1641,36.3049
20240523,50114,Ayacucho,Huamanga,Vinchos,20190301,35042,OCCO,-13.286,-74.548,0.5506,0.5652,0.5978
20240523,150114,Lima,Lima,La Molina,20190303,31239,UNAL,-12.085,-76.948,0.0135,0.0234,0.0179
20240523,110502,Ica,Pisco,Huancano,20190304,60300,PRS2,-13.642,-75.545,3.7397,7.2081,4.9067
20240523,150133,Lima,Lima,San Juan de Miraflores,20190304,60300,SJMI,-12.161,-76.965,1.9104,2.6538,2.7507
20240523,150114,Lima,Lima,La Molina,20190304,60300,UNAL,-12.085,-76.948,0.3792,0.7872,0.6739
20240523,150105,Lima,Lima,Breña,20190304,60300,SMIL,-12.061,-77.055,0.5835,0.8321,0.9815
20240523,150134,Lima,Lima,San Luis,20190304,60300,SLUI,-12.073,-76.999,0.7782,1.4155,0.7695
20240523,150115,Lima,Lima,La Victoria,20190304,60300,VICT,-12.087,-77.022,0.8202,1.4823,0.9873
20240523,150135,Lima,Lima,San Martin de Porres,20190304,60300,SMDP,-12.027,-77.08,0.6676,0.9225,0.6499
20240523,150118,Lima,Lima,Lurigancho,20190304,60300,NNAA,-11.991,-76.844,0.4594,0.7844,0.7014
20240523,150124,Lima,Lima,Pucusana,20190304,60300,PUCU,-12.492,-76.788,1.472,2.1146,1.5424
20240523,70105,Callao,Callao,La Punta,20190304,60300,ENPE,-12.072,-77.169,0.4538,0.8076,1.0166
20240523,150111,Lima,Lima,El Agustino,20190304,60300,HJUN,-12.051,-76.999,1.0112,1.2711,1.4797
20240523,150114,Lima,Lima,La Molina,20190305,175323,UNAL,-12.085,-76.948,0.0146,0.0284,0.0246
20240523,150118,Lima,Lima,Lurigancho,20190305,175323,NNAA,-11.991,-76.844,0.0268,0.0405,0.0411
20240523,150114,Lima,Lima,La Molina,20190306,230505,UNAL,-12.085,-76.948,0.0122,0.0192,0.0171
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190306,230505,PUCA,-8.393,-74.668,0.0099,0.0306,0.0273
20240523,150118,Lima,Lima,Lurigancho,20190306,230505,NNAA,-11.991,-76.844,0.029,0.0325,0.03
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190307,5036,MOQA,-17.193,-70.935,0.8914,1.8724,2.2211
20240523,230104,Tacna,Tacna,Ciudad Nueva,20190307,5036,CNMC,-17.986,-70.24,6.1506,7.7937,9.1129
20240523,40101,Arequipa,Arequipa,Arequipa,20190307,5036,AREQ,-16.408,-71.531,1.085,1.6336,1.4639
20240523,40303,Arequipa,Caraveli,Atico,20190307,5036,ATIC,-16.224,-73.616,0.156,0.1793,0.2259
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190307,5036,TOQA,-17.304,-70.643,2.071,5.3634,7.1358
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190312,75108,TOQA,-17.304,-70.643,0.0795,0.179,0.1727
20240523,40303,Arequipa,Caraveli,Atico,20190312,75108,ATIC,-16.224,-73.616,0.3483,0.8917,0.8192
20240523,40101,Arequipa,Arequipa,Arequipa,20190315,348,AREQ,-16.408,-71.531,4.5598,5.9789,6.4202
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190315,348,MOQA,-17.193,-70.935,6.1491,5.6234,4.5075
20240523,110201,Ica,Chincha,Chincha Alta,20190315,348,CHIA,-13.412,-76.143,0.362,0.5322,0.5024
20240523,40303,Arequipa,Caraveli,Atico,20190315,348,ATIC,-16.224,-73.616,1.8835,2.0708,3.0175
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190315,348,TOQA,-17.304,-70.643,8.3704,9.8611,10.9045
20240523,40303,Arequipa,Caraveli,Atico,20190320,4140,ATIC,-16.224,-73.616,0.3027,0.6779,0.6115
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190320,4140,TOQA,-17.304,-70.643,0.4857,0.6002,0.7571
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190320,4140,MOQA,-17.193,-70.935,0.3618,0.2596,0.2375
20240523,210101,Puno,Puno,Puno,20190320,4140,UNAA,-15.823,-70.018,0.0256,0.018,0.0257
20240523,250105,Ucayali,Coronel Portillo,Yarinacocha,20190320,112320,PUCA,-8.393,-74.668,0.0257,0.0421,0.0414
20240523,150118,Lima,Lima,Lurigancho,20190320,112320,NNAA,-11.991,-76.844,0.0173,0.0245,0.0153
20240523,150114,Lima,Lima,La Molina,20190320,112320,UNAL,-12.085,-76.948,0.0103,0.0142,0.0138
20240523,110101,Ica,Ica,Ica,20190321,51246,UICA,-14.089,-75.736,0.4313,0.5512,0.5487
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190321,51246,TOQA,-17.304,-70.643,0.035,0.1048,0.0857
20240523,40303,Arequipa,Caraveli,Atico,20190321,51246,ATIC,-16.224,-73.616,0.6538,1.173,1.2218
20240523,150124,Lima,Lima,Pucusana,20190322,75028,PUCU,-12.492,-76.788,16.1745,24.8981,20.1882
20240523,150131,Lima,Lima,San Isidro,20190322,75028,SNIS,-12.102,-77.033,3.158,4.4183,3.9873
20240523,150137,Lima,Lima,Santa Anita,20190322,75028,SANI,-12.045,-76.973,3.393,5.2994,4.6768
20240523,150114,Lima,Lima,La Molina,20190322,75028,UNAL,-12.085,-76.948,2.0028,4.2389,3.4053
20240523,150130,Lima,Lima,San Borja,20190322,75028,CERA,-12.103,-76.998,3.0185,3.4834,4.2887
20240523,110201,Ica,Chincha,Chincha Alta,20190322,75028,CHIA,-13.412,-76.143,3.5292,2.6689,3.3805
20240523,110502,Ica,Pisco,Huancano,20190322,75028,PRS2,-13.642,-75.545,2.5805,4.5317,3.8653
20240523,150118,Lima,Lima,Lurigancho,20190322,75028,NNAA,-11.991,-76.844,2.9868,3.8103,4.0671
20240523,150134,Lima,Lima,San Luis,20190322,75028,SLUI,-12.073,-76.999,3.6738,4.0919,4.8049
20240523,150117,Lima,Lima,Los Olivos,20190322,75028,LOLI,-12.003,-77.066,4.8375,7.5865,7.7945
20240523,150140,Lima,Lima,Santiago de Surco,20190322,75028,ANRA,-12.127,-76.982,3.8773,4.7462,4.3697
20240523,70104,Callao,Callao,La Perla,20190322,75028,PERL,-12.065,-77.108,2.2464,2.7008,2.1538
20240523,180101,Moquegua,Mariscal Nieto,Moquegua,20190326,225709,MOQA,-17.193,-70.935,0.639,1.2308,1.2274
20240523,230302,Tacna,Jorge Basadre,Ilabaya,20190326,225709,TOQA,-17.304,-70.643,1.4259,3.3313,2.4039
20240523,40303,Arequipa,Caraveli,Atico,20190327,125147,ATIC,-16.224,-73.616,0.4023,0.8277,0.6044
20240523,110301,Ica,Nazca,Nazca,20190327,125147,NASC,-14.823,-74.939,0.7242,1.4906,1.2068
20240523,21801,Ancash,Santa,Chimbote,20190328,103959,CBTB,-9.064,-78.618,0.0226,0.0491,0.0562
20240523,150118,Lima,Lima,Lurigancho,20190331,102752,NNAA,-11.991,-76.844,0.4952,0.5022,0.4707
20240523,150125,Lima,Lima,Puente Piedra,20190331,102752,PIDR,-11.868,-77.075,2.7168,2.7964,1.9063
20240523,150131,Lima,Lima,San Isidro,20190331,102752,SNIS,-12.102,-77.033,1.0765,0.9691,0.7943
20240523,150142,Lima,Lima,Villa el Salvador,20190331,102752,VSAL,-12.229,-76.923,1.596,2.6679,2.384
20240523,150135,Lima,Lima,San Martin de Porres,20190331,102752,SMDP,-12.027,-77.08,1.3074,1.8081,1.0152
20240523,150137,Lima,Lima,Santa Anita,20190331,102752,SANI,-12.045,-76.973,1.3273,0.8312,1.2407
20240523,200101,Piura,Piura,Piura,20190331,102752,UDEP,-5.17,-80.639,0.6263,0.4103,0.4303
20240523,150114,Lima,Lima,La Molina,20190331,102752,RINC,-12.087,-76.923,3.5731,2.8285,2.8447
